material_id,formula
mp-13870,TaSe2
mp-13955,SmSi2
mp-1412,Ti3Sb
mp-1447,SmSe
mp-1476,ScS
mp-1515,ZrSi2
mp-1534,YS
mp-1535,TbSi2
mp-1555,V3Sb
mp-1561,TbSe
mp-15624,Sr2Sb
mp-15670,Y5S7
mp-1610,TbS
mp-1620,Si2W
mp-16226,TaS2
mp-16228,YS2
mp-16230,Tb5Sb3
mp-1625,SnSb
mp-16365,SnSb
mp-16479,YbS2
mp-1671,YbSi2
mp-1690,TaS2
mp-1727,SrSi2
mp-1751,ThSb
mp-1766,TmS
mp-17695,Sc5Sn3
mp-1782,ScSe
mp-1826,Ta3S2
mp-1879,SmS
mp-1916,YbSb
mp-1924,TbSi
mp-1925,ZrS
mp-1984,TaS2
mp-1989,Ta5Si3
mp-201,Yb5Sb3
mp-2045,Tb4Sb3
mp-206,Tb5Si3
mp-20617,Th3Si2
mp-2108,Ti5Si3
mp-21238,ThSi
mp-2143,USe
mp-215,YSb
mp-2156,TiS2
mp-2183,ThSe
mp-2187,TiSb
mp-2194,TiSe2
mp-22558,TiSi
mp-22562,YS
mp-2281,SmSb
mp-2398,ScSn2
mp-2423,US
mp-2484,SmSn3
mp-2520,TmSb
mp-2538,Y5Si3
mp-2541,SmTl
mp-2559,SeS
mp-2568,YSi2
mp-2582,TiSi2
mp-2585,Sr5Sb3
mp-2598,Ta5Sb4
mp-2637,YSe
mp-2649,Zr5Sb3
mp-2661,SrSi
mp-2707,USb2
mp-2724,TbSb
mp-2755,SiTe2
mp-2783,Ta2Si
mp-2800,USi3
mp-2822,TmSe
mp-2841,ScSi2
mp-2844,ThSi2
mp-2851,VSb2
mp-29647,SmSb2
mp-29652,TaSe3
mp-30527,TaS3
mp-30536,V5Sb4
mp-30712,Sm2Zn17
mp-30870,SmZn12
mp-31219,Si3W5
mp-31379,Zr2Sb
mp-33031,VS
mp-342,SmTe
mp-349,Yb3Si5
mp-500,TaSe2
mp-501,TaSe2
mp-503,ThS
mp-505759,Zr5Sb3
mp-517,TaSi2
mp-541,Ta3Sb
mp-545,TiS
mp-549,ScSb
mp-554462,TiS
mp-555037,TaS2
mp-557762,TiS
mp-559374,TiS3
mp-567406,SmZn5
mp-567724,TaSe2
mp-568,TiSb2
mp-568115,Zr5Si3
mp-568221,Ta5Sb4
mp-568671,V5Si3
mp-568789,TiSe
mp-568808,Tb3Se4
mp-569671,ZrSb
mp-570196,Zr5Sb4
mp-570287,Ta5Si3
mp-570334,SiW3
mp-570637,U3Si
mp-570777,SrSi
mp-570991,TiSi2
mp-571144,Sm3Te4
mp-571211,V3Si
mp-571474,Sm4Sn3
mp-571651,TiSe
mp-604914,VSe
mp-637232,TaSe2
mp-640566,Yb8Si11
mp-655446,VS2
mp-672684,Zn6Sb5
mp-673637,Ti9S10
mp-673657,Ti7S12
mp-684731,Ti13S24
mp-684959,Sm5Se9
mp-684965,ZrSe
mp-6907,SrSi
mp-6958,TlSb
mp-7092,TiSi
mp-7135,TbS2
mp-7138,YbSb2
mp-7192,Sc2Sb
mp-7208,Yb2Se3
mp-7284,USi2
mp-746,Sr5Si3
mp-7497,ThSi2
mp-755169,Tl6S
mp-755523,TaS2
mp-7568,ThSb2
mp-772,TmSi2
mp-7821,VSb
mp-7822,Sc5Si3
mp-7859,ZrS
mp-7926,TaSe2
mp-7945,V3S
mp-799,V3S4
mp-849080,VS2
mp-861889,Sc3Tc
mp-862260,ScZn3
mp-862373,ScS2
mp-867262,ScTc3
mp-8732,Ta2Se
mp-893,ZrSi
mp-9227,Ti3Se4
mp-9399,SmTe3
mp-956,U3Si
mp-962,SmZn2
mp-971761,ZnSi3
mp-971763,ZnSb3
mp-971966,Zn3Sb
mp-972082,Tl3Si
mp-972310,Tb3Si
mp-972461,Sm3Zr
mp-972463,Tm5Sb3
mp-972479,Sm3Sc
mp-972486,Sm3Ti
mp-972514,SmTa3
mp-972517,SmY3
mp-972748,Si3W
mp-972784,SiTc3
mp-972794,SiSb3
mp-972889,ScSn3
mp-973143,ScZn3
mp-978494,SiSn3
mp-978501,Si3Se
mp-978507,SmTh3
mp-978514,SmTm3
mp-978823,SmY3
mp-978828,Sm3Zn
mp-978845,Sm3Sc
mp-978939,Sm3Th
mp-978960,Sm3Tm
mp-978993,Th3S
mp-979026,SmTm3
mp-979234,Sm3Y
mp-979253,Sm3Tm
mp-979292,SmY3
mp-979933,Tm3Si
mp-979988,YbSm3
mp-980,USi2
mp-980646,TmSi3
mp-980757,Sm5Sb3
mp-981383,ScSn3
mp-982044,Sm3Zn
mp-982596,TbSc
mp-982778,Zn3Se
mp-983479,Sm3Si
mp-9969,ScSi
mp-9972,YSi
mp-9983,Ta2Se3
mp-998897,YSb
mp-998912,TlS
mvc-13742,VS2
mvc-7049,SbS2
mvc-7053,WS2
mp-1008568,ZrTi2
mp-1014229,Ti2Zn
mp-1018105,Zr2Zn
mp-1018107,ZrTe2
mp-1019324,TbTe2
mp-1025537,TmTe3
mp-1063610,UV2
mp-10656,TmTe
mp-1072382,YZn2
mp-1072729,TmTe2
mp-1072922,TbSn2
mp-1076974,Th2Tl
mp-1077102,TmSn2
mp-1077365,YTe2
mp-1077459,YbTe2
mp-1078819,TmSn3
mp-1079460,Ti3Sn
mp-1079704,Tb3Sn7
mp-1080069,TbSn3
mp-1080522,YSn3
mp-1084847,TbTe3
mp-1087512,TmTe3
mp-1094027,TmTe
mp-1094248,YSn3
mp-1094253,Zr2Sn
mp-1094254,Zr5Sn
mp-1094255,Zr3Sn
mp-1094261,ZrSn
mp-1094272,Zr2Sn
mp-1094312,ZrSn3
mp-1094528,ZrSn
mp-1094703,ZrSn
mp-1094705,YSn
mp-1094874,ZrSn
mp-1094898,ZrSn
mp-1095545,ZrTc2
mp-1102030,YTc2
mp-1102233,TbTc2
mp-1102354,ThTc2
mp-1102890,TmTc2
mp-1103188,Zr3Te
mp-1103536,Y3Zn11
mp-1103916,TmZn12
mp-1104325,Tb3Zn11
mp-1104493,TbZn12
mp-1104890,Tm2Te5
mp-1105040,Ta6Zn7
mp-1106357,Tb5Sn3
mp-11570,TbSn3
mp-11571,YSn3
mp-11572,TaTc
mp-11573,TiTc
mp-11575,YTl
mp-11576,YbTl
mp-11577,YbZn
mp-11578,VZn3
mp-1176,TbTe
mp-1183046,ZrTi3
mp-1183047,ZrU3
mp-1186760,SrSn3
mp-1186771,SrYb3
mp-1186774,SrYb3
mp-1186775,SrYb
mp-1186777,SrTb3
mp-1186781,SrSn3
mp-1187058,Th3Ti
mp-1187061,Th3Ta
mp-1187067,Sn3Te
mp-1187080,Sn3Te
mp-1187136,Sr3Sn
mp-1187138,Sr3Zn
mp-1187139,Sr3Zr
mp-1187140,Sr3Th
mp-1187206,Ta3W
mp-1187250,TaTi3
mp-1187253,TaTi3
mp-1187256,TaTi3
mp-1187257,TaZn3
mp-1187306,Tb3Tm
mp-1187307,Tb3V
mp-1187309,Tb3Te
mp-1187313,Tb3Tm
mp-1187314,Tb3Y
mp-1187322,Tb3Y
mp-1187323,Tb3Zr
mp-1187324,Tb3Th
mp-1187380,TbTa3
mp-1187390,TbTh3
mp-1187394,Tc3Sn
mp-1187397,Tc3Sn
mp-1187398,Tc3W
mp-1187406,Th3Zn
mp-1187441,ThTi3
mp-1187446,ThTi3
mp-1187462,ThZr3
mp-1187474,Ti3Zn
mp-1187477,Ti3Te
mp-1187498,Tl3Zn
mp-1187531,TiZn3
mp-1187547,YbY3
mp-1187551,Tl3Zn
mp-1187553,Tl3Sn
mp-1187560,TlSn
mp-1187566,TlZn3
mp-1187647,Tm3Sn
mp-1187682,Tm3Th
mp-1187690,TlSn3
mp-1187702,VW3
mp-1187712,TmZr3
mp-1187756,U3Zn
mp-1187772,U3Ti
mp-1187780,UTi
mp-1187805,Y3Sn
mp-1187810,U3Ta
mp-1187815,YbZn3
mp-1187829,Y3Th
mp-1187880,YTm3
mp-1187972,Yb3Sn
mp-1187976,ZnSn3
mp-1188024,Zr3Ta
mp-1188053,Zr3Ta
mp-1188058,Zr3V
mp-1188061,Zr3Sn
mp-1188070,Zn3Sn
mp-1188207,Zr3W5
mp-1188350,Yb5Sn3
mp-1188434,Y5Tl3
mp-1188983,TbZn3
mp-1189726,TmZn3
mp-1189945,Yb2Te3
mp-1190038,Tm5Tl3
mp-1190232,Yb3Sn5
mp-1194452,Tm6Zn23
mp-1206378,Zn7Tc
mp-1206636,SrTl3
mp-1207757,Y3Tl5
mp-1215193,ZrU
mp-1215200,ZrTi
mp-1215236,ZrTi
mp-1215393,Zr3Te2
mp-1215891,YTh
mp-1215899,YTh
mp-1215923,YTh
mp-1216231,VW
mp-1216560,Tl4Sn
mp-1216621,TiW
mp-1216646,TiV
mp-1217117,Ti4V
mp-1217264,ThZr2
mp-1217289,ThZr3
mp-1217337,TcW
mp-1217345,ThZr3
mp-1217416,TbZr3
mp-1217469,TbTe2
mp-1217474,TbTh
mp-1217811,TaW
mp-1217812,TaV
mp-1217887,TaTi
mp-12724,SrZn
mp-13010,YSn2
mp-1319,ZrTe
mp-1401,ZrZn2
mp-1481,SnTe
mp-1539,ZrTe
mp-15669,Ti3Te4
mp-16223,TlTe
mp-1698,SrSn
mp-1703,YbZn
mp-1708,YTe
mp-1709,U2Ti
mp-174,Tl5Te3
mp-17639,Y2Zn17
mp-17720,Sr5Sn3
mp-179,YZn
mp-1793,Zr3Te
mp-1796,Tl5Te3
mp-18063,SrSn3
mp-18192,Sr3Sn5
mp-1886,TbTl3
mp-1907,TiTe2
mp-1921,ThTe
mp-1967,TaTe2
mp-20336,USn3
mp-2061,ThTl3
mp-2081,TlTe
mp-20847,Ti5Sn3
mp-2089,ZrTe3
mp-21030,Ti3Sn
mp-21289,TiZn3
mp-21335,UTe2
mp-22211,V3Sn
mp-22231,UTe3
mp-22693,Te2W
mp-22817,TaTe4
mp-2316,TmZn
mp-2338,TbZn2
mp-237,TmTe
mp-2387,Th2Zn
mp-2393,YTl3
mp-2434,SrTl
mp-2516,YZn
mp-2540,VTc
mp-2556,TlSn
mp-258,ZrV2
mp-2751,YbSn3
mp-2806,YbSn
mp-30714,Tm2Zn17
mp-30871,Ta3Sn
mp-30872,ThSn2
mp-30873,Th5Sn3
mp-30876,Zr3Sn
mp-30877,SrTl2
mp-30878,TbTl
mp-30879,Tb5Tl3
mp-30880,Tb2Zn17
mp-30882,TiZn2
mp-30883,V4Zn5
mp-30884,YZn3
mp-30885,YZn5
mp-30886,YZn12
mp-350,Zr5Te4
mp-435,ThSn3
mp-510522,Zr5Sn3
mp-515,TmTl
mp-536,ThZn4
mp-541441,ZnTe
mp-542634,Ta2Te3
mp-543001,Zr5Sn4
mp-567276,TaV2
mp-567412,Y5Sn3
mp-567832,TiTe
mp-567982,TaSn2
mp-568012,Tb2Zn17
mp-568232,Ti6Sn5
mp-568437,Yb2Zn17
mp-568865,ZrTe
mp-569406,TmZn2
mp-569426,SrZn2
mp-569544,ZrTe
mp-569605,Yb2Tl
mp-570050,Yb2Sn
mp-570164,YbTl3
mp-570438,Yb8Tl3
mp-570691,Ti3Sn
mp-599,TiTe
mp-601823,TaTe2
mp-614444,ZrZn
mp-637255,Ti2Sn3
mp-638,SrZn5
mp-657,YbZn2
mp-675,ZrW2
mp-714,SrSn4
mp-7496,ThZn2
mp-7498,Ti5Te4
mp-755328,ZrSn2
mp-817,TmTl3
mp-8357,UTe3
mp-864889,ZrZn3
mp-865900,Ti3Tl
mp-866186,Ti3Zn
mp-945077,YTe3
mp-948,ZnTe
mp-971831,Tm3Th
mp-971833,Tm3V
mp-971919,ZnSn3
mp-971933,YZr
mp-971950,Zn3Sn
mp-972044,YbTh3
mp-972088,Zr3Zn
mp-972147,UZn3
mp-972156,TbY3
mp-972170,TbY3
mp-972318,TiSn3
mp-972411,Tb3Yb
mp-972495,USn
mp-972664,SmTh
mp-977585,Zr3Tl
mp-978885,SnTe3
mp-979011,TmZr
mp-979114,Th3U
mp-979912,Yb5Sn3
mp-979939,Yb3W
mp-980014,TmTh3
mp-980196,YbTm3
mp-980905,ZnSn3
mp-981210,Tl3V
mp-981251,TmTa3
mp-981378,Sr3Yb
mp-981380,Tl3Zn
mp-981458,YbTa
mp-981549,Y3Th
mp-982013,Sr3Tm
mp-982321,Yb3W
mp-1009831,TaN
mp-22902,LiBi
mp-1009823,BeB2
mp-976847,Ni3Sb
mp-995200,HC3
mp-1580,NbN
